listing_name,post_id,address,address2,rent,bedrooms,datetime_posted,size,availability,description,attributes,lat,lon,html
Extra Large 1 Bed + Den in the Heart of Yorkville Village - Furnished,post id: 6570040381,(Yorkville),NA,"$3,895",1BR / 1Ba,24/04/2018 9:58,1050ft2,15/05/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 1050 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.669389,-79.39102,https://toronto.craigslist.ca/tor/apa/d/extra-large-1-bed-den-in-the/6570040381.html
Luxury 2-Bdrm Spacious Condo w/Resort Style Amenities!,post id: 6570039292,(2212 Lake Shore Blvd W),2212 Lake Shore Blvd W,"$2,500",2BR / 2Ba,24/04/2018 9:57,850ft2,24/04/2018,"Resort Style 2 Bed Room + 2 Bath Luxury Spacious Condo. Stunning Wrap Around Balcony. Full Frontal Of The Lake &. Cn Tower View. 9 Ft Ceilings, Modem Kitchen W/Granite Counter Tops & Stainless Steel Appliances. Floor To Ceiling Windows. State Of The Art Amenities. Lake, Parks, Metro, Bank, Shoppers Drug Mart Right On The Spot. Close To Dt, Cne, Ontario Place; Highway And Both Airports. 5 Mins Walk To Lake Ontario. 1 Parking & I Locker Included Extras:S/S Fridge, Stove, Dishwasher, Microwave, Washer & Dryer. Existing Elfs & Window Coverings. Starbucks, Lcbo, And More At The Building. 30.000 Sq.Ft. Resort-Like Amenities! $300 Key Deposit Required. Tenant Pay Hydro & Tenant's Insurance.","['condo', 'attached garage']",43.622143,-79.481847,https://toronto.craigslist.ca/tor/apa/d/luxury-2-bdrm-spacious-condo/6570039292.html
Marvelous Studio Rental with Storage Locker & North Views - Furnished,post id: 6552542480,(Yorkville),NA,"$2,150",0BR / 1Ba,24/04/2018 9:55,450ft2,01/06/2018,FURNISHED - STUDIO - 1 BATH - CONDO / APARTMENT - 450 SQ. FT.,"['furnished', 'condo']",43.670791,-79.393036,https://toronto.craigslist.ca/tor/apa/d/marvelous-studio-rental-with/6552542480.html
Spacious 1 Bedroom Suite with Jacuzzi Tub & Storage Locker - Furnished,post id: 6552544784,(Downtown Toronto),NA,"$2,850",1BR / 2Ba,24/04/2018 9:55,900ft2,01/06/2018,FURNISHED - 1 BED - 2 BATH - CONDO / APARTMENT - 900 SQ. FT.,"['furnished', 'condo']",43.657477,-79.383659,https://toronto.craigslist.ca/tor/apa/d/spacious-1-bedroom-suite-with/6552544784.html
Stylized 1 Bedroom Suite with Balcony and City Views - Furnished,post id: 6552505273,(Waterfront),NA,"$3,195",1BR / 1Ba,24/04/2018 9:55,650ft2,01/06/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 650 SQ. FT.,"['furnished', 'condo']",43.637425,-79.405645,https://toronto.craigslist.ca/tor/apa/d/stylized-1-bedroom-suite-with/6552505273.html
Fabulous 2 Bedroom 1 Bath Loft with Skylight and Balcony - Furnished,post id: 6545274510,(St Lawrence Market),NA,"$4,295",2BR / 1Ba,24/04/2018 9:55,750ft2,01/04/2018,FURNISHED - 2 BED - 1 BATH - LOFT - 750 SQ. FT.,"['furnished', 'loft']",43.652967,-79.371607,https://toronto.craigslist.ca/tor/apa/d/fabulous-2-bedroom-1-bath/6545274510.html
Cozy 1 Bed Suite with Walk In Closet & Deluxe Amenities - Furnished,post id: 6546173097,(Waterfront),NA,"$3,695",1BR / 1Ba,24/04/2018 9:55,575ft2,08/04/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 575 SQ. FT.,"['furnished', 'condo']",43.639952,-79.380245,https://toronto.craigslist.ca/tor/apa/d/cozy-1-bed-suite-with-walk-in/6546173097.html
Lovely 1 Bedroom Garden Suite with Bi-Weekly Maid Service - Furnished,post id: 6552547392,(Little Italy),NA,"$3,090",1BR / 1Ba,24/04/2018 9:55,820ft2,01/06/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 820 SQ. FT.,"['furnished', 'apartment']",43.650781,-79.414066,https://toronto.craigslist.ca/tor/apa/d/lovely-1-bedroom-garden-suite/6552547392.html
"Stylized 1 Bedroom Condo with City Views, Den and Parking - Furnished",post id: 6552518717,(West Don Lands),NA,"$2,595",1BR / 1Ba,24/04/2018 9:55,700ft2,01/06/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 700 SQ. FT.,"['furnished', 'condo']",43.6555,-79.3626,https://toronto.craigslist.ca/tor/apa/d/stylized-1-bedroom-condo-with/6552518717.html
"Majestic 3 Bed Detached Home with Den, Rec Room, Sauna - Furnished",post id: 6563505056,(Richmond Hill),NA,"$14,995",3BR / 1Ba,24/04/2018 9:55,NA,15/06/2018,FURNISHED - 3 BED + DEN - 1 BATH - HOUSE - 0 SQ. FT.,"['furnished', 'house']",43.842679,-79.446936,https://toronto.craigslist.ca/tor/apa/d/majestic-3-bed-detached-home/6563505056.html
Stunning 2 Bedroom 2 bathroom Suite with Hardwood Floors - Furnished,post id: 6563502381,(Yorkville),NA,"$6,495",2BR / 2Ba,24/04/2018 9:55,1200ft2,12/06/2018,FURNISHED - 2 BED - 2 BATH - CONDO / APARTMENT - 1200 SQ. FT.,"['furnished', 'condo']",43.673032,-79.397552,https://toronto.craigslist.ca/tor/apa/d/stunning-2-bedroom-2-bathroom/6563502381.html
Trendy Main Floor Suite with Fireplace & Private Entrance - Furnished,post id: 6563507770,(Corso Italia),NA,"$2,395",1BR / 1Ba,24/04/2018 9:55,580ft2,15/06/2018,FURNISHED - 1 BED - 1 BATH - LOWER LEVEL - 580 SQ. FT.,"['furnished', 'apartment']",43.677587,-79.459966,https://toronto.craigslist.ca/tor/apa/d/trendy-main-floor-suite-with/6563507770.html
Sleek 1 Bedroom Suite with Den and Balcony - Furnished,post id: 6545215775,(Waterfront),NA,"$3,195",1BR / 1Ba,24/04/2018 9:55,750ft2,28/03/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 750 SQ. FT.,"['furnished', 'condo']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/sleek-1-bedroom-suite-with/6545215775.html
Contemporary 1 Bedroom Suite with Den and City Views - Furnished,post id: 6545237409,(Waterfront),NA,"$3,195",1BR / 1Ba,24/04/2018 9:55,750ft2,28/03/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 750 SQ. FT.,"['furnished', 'condo']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/contemporary-1-bedroom-suite/6545237409.html
Refined 3 Bedroom 1 Bathroom Home with Loft Style Den - Furnished,post id: 6563492374,(FOREST HILL),NA,"$4,595",3BR / 1Ba,24/04/2018 9:54,2000ft2,17/04/2018,FURNISHED - 3 BED + DEN - 1 BATH - HOUSE - 2000 SQ. FT.,"['furnished', 'house']",43.681265,-79.423239,https://toronto.craigslist.ca/tor/apa/d/refined-3-bedroom-1-bathroom/6563492374.html
Gorgeous 3 Bedroom 2 Bathroom Suite with Walk In Closet - Furnished,post id: 6563495331,(St. Lawrence Market),NA,"$6,295",3BR / 2Ba,24/04/2018 9:54,1290ft2,01/06/2018,FURNISHED - 3 BED - 2 BATH - CONDO / APARTMENT - 1290 SQ. FT.,"['furnished', 'condo']",43.678447,-79.390247,https://toronto.craigslist.ca/tor/apa/d/gorgeous-3-bedroom-2-bathroom/6563495331.html
Posh 3 Bedroom 2 Bathroom Suite with Parking - Unfurnished,post id: 6563498662,(St. Lawrence Market),NA,"$4,850",3BR / 2Ba,24/04/2018 9:54,1290ft2,01/06/2018,UNFURNISHED - 3 BED - 2 BATH - CONDO / APARTMENT - 1290 SQ. FT.,"['condo', 'w/d in unit']",43.678447,-79.390247,https://toronto.craigslist.ca/tor/apa/d/posh-3-bedroom-2-bathroom/6563498662.html
Comfortable 1 Bedroom Suite with Den and City Views - Furnished,post id: 6545208180,(Waterfront),NA,"$3,195",1BR / 1Ba,24/04/2018 9:54,750ft2,28/03/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 750 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/comfortable-1-bedroom-suite/6545208180.html
"Modern 1 Bedroom Suite with Media, Balcony and City Views - Furnished",post id: 6563537856,(Yorkville),NA,"$2,299",1BR / 1Ba,24/04/2018 9:54,637ft2,01/06/2018,UNFURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 637 SQ. FT.,"['condo', 'w/d in unit']",43.668469,-79.395197,https://toronto.craigslist.ca/tor/apa/d/modern-1-bedroom-suite-with/6563537856.html
Gorgeous 1 Bed Condo with City Views and Hardwood Floors - Furnished,post id: 6565381385,(Downtown Toronto),NA,"$2,495",1BR / 1Ba,24/04/2018 9:54,580ft2,26/04/2018,FURNISHED - 1 BED - 1 BATH -  - 580 SQ. FT.,"['furnished', 'apartment']",43.664113,-79.375594,https://toronto.craigslist.ca/tor/apa/d/gorgeous-1-bed-condo-with/6565381385.html
Spacious 3 Bedroom 2 Bathroom Suite with Walk In Closet - Furnished,post id: 6550571434,(Queen/University),NA,"$4,995",3BR / 2Ba,24/04/2018 9:54,1300ft2,01/04/2018,FURNISHED - 3 BED - 2 BATH - CONDO / APARTMENT - 1300 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'attached garage']",43.65067,-79.387447,https://toronto.craigslist.ca/tor/apa/d/spacious-3-bedroom-2-bathroom/6550571434.html
Trendy 2 Bedroom 2 Bathroom Suite with Stylish Furnishings - Furnished,post id: 6565384918,(Yonge/Bloor),NA,"$4,895",2BR / 2Ba,24/04/2018 9:53,817ft2,01/05/2018,FURNISHED - 2 BED - 2 BATH - CONDO / APARTMENT - 817 SQ. FT.,"['furnished', 'condo']",43.670703,-79.384661,https://toronto.craigslist.ca/tor/apa/d/trendy-2-bedroom-2-bathroom/6565384918.html
Elegant 1 Bed + Den Condo with Balcony and Hardwood Floors - Furnished,post id: 6565383006,(Yorkville),NA,"$3,795",NA,24/04/2018 9:53,680ft2,19/04/2018,FURNISHED - 1 BED + DEN - 1 BATH -  - 680 SQ. FT.,"['furnished', 'apartment']",43.672328,-79.387609,https://toronto.craigslist.ca/tor/apa/d/elegant-1-bed-den-condo-with/6565383006.html
Large 4 Bedroom 3 Bathroom Detached Home with 2 Car Garage - Furnished,post id: 6543216562,(Richmond Hill),NA,"$3,595",4BR / 3Ba,24/04/2018 9:53,3200ft2,13/03/2018,FURNISHED - 4+ BED - 3 BATH - HOUSE - 3200 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'house', 'w/d in unit', 'attached garage']",43.912488,-79.470671,https://toronto.craigslist.ca/tor/apa/d/large-4-bedroom-3-bathroom/6543216562.html
Lovely 2 Bedroom 2 Bathroom Second Floor Apartment with AC - Furnished,post id: 6565380877,(Queen/Ossington),NA,"$5,595",2BR / 2Ba,24/04/2018 9:53,800ft2,04/04/2018,FURNISHED - 2 BED - 2 BATH - CONDO / APARTMENT - 800 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'assisted living', 'w/d in unit']",43.646084,-79.423394,https://toronto.craigslist.ca/tor/apa/d/lovely-2-bedroom-2-bathroom/6565380877.html
Beautiful 1 Bed Main Level Suite w bi-weekly Maid Service - Furnished,post id: 6553372820,(Dundas/Grace),NA,"$3,395",1BR / 1Ba,24/04/2018 9:53,820ft2,01/04/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 820 SQ. FT.,"['furnished', 'apartment', 'w/d in unit']",43.650781,-79.414066,https://toronto.craigslist.ca/tor/apa/d/beautiful-1-bed-main-level/6553372820.html
"Exciting 1 Bedroom Suite with Den, Storage Locker - Furnished",post id: 6544266391,(Yonge/Davenport),NA,"$4,695",1BR / 1Ba,24/04/2018 9:53,638ft2,09/04/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 638 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'w/d in unit', 'attached garage']",43.672561,-79.388513,https://toronto.craigslist.ca/tor/apa/d/exciting-1-bedroom-suite-with/6544266391.html
Chic 2 Bed Suite with Balcony & Amazing Building Amenities - Furnished,post id: 6544277550,(The Esplanade),NA,"$3,395",2BR / 1Ba,24/04/2018 9:53,715ft2,02/05/2018,FURNISHED - 2 BED - 1 BATH - PENTHOUSE - 715 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.646492,-79.375194,https://toronto.craigslist.ca/tor/apa/d/chic-2-bed-suite-with-balcony/6544277550.html
Roomy 1 Bed Suite with Marble Bathroom and Office Area - Furnished,post id: 6553371332,(Dundas/Bay),NA,"$3,195",1BR / 1Ba,24/04/2018 9:53,650ft2,16/04/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 650 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.657477,-79.383659,https://toronto.craigslist.ca/tor/apa/d/roomy-1-bed-suite-with-marble/6553371332.html
Large 2 Bedroom 3 Bathroom Home with Den & Parking - Furnished,post id: 6556011012,(Bathurst/Fort York),NA,"$5,995",2BR / 3Ba,24/04/2018 9:53,1700ft2,15/04/2018,FURNISHED - 2 BED + DEN - 3 BATH - TOWNHOUSE - 1700 SQ. FT.,"['furnished', 'townhouse', 'w/d in unit', 'attached garage']",N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/large-2-bedroom-3-bathroom/6556011012.html
Posh 4 Bed 3 Bath Detached Home w Wood Burning Fireplace - Unfurnished,post id: 6544267826,(Yonge/Eglinton),NA,"$7,995",4BR / 3Ba,24/04/2018 9:52,2500ft2,15/03/2018,UNFURNISHED - 4+ BED - 3 BATH - HOUSE - 2500 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'attached garage']",43.702105,-79.392285,https://toronto.craigslist.ca/tor/apa/d/posh-4-bed-3-bath-detached/6544267826.html
Opulent 2 Bedroom 2 Bathroom Suite with Den & 2 Balconies - Furnished,post id: 6560004072,(Waterfront),NA,"$4,495",2BR / 2Ba,24/04/2018 9:52,1510ft2,13/04/2018,FURNISHED - 2 BED + DEN - 2 BATH - CONDO / APARTMENT - 1510 SQ. FT.,"['furnished', 'condo']",43.636047,-79.402905,https://toronto.craigslist.ca/tor/apa/d/opulent-2-bedroom-2-bathroom/6560004072.html
Opulent 1 Bedroom Corner Suite with King Size Master - Furnished,post id: 6553371996,(Yorkville),NA,"$2,995",1BR / 1Ba,24/04/2018 9:52,900ft2,01/05/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 900 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.669389,-79.39102,https://toronto.craigslist.ca/tor/apa/d/opulent-1-bedroom-corner/6553371996.html
Sleek 2 Bedroom 2 Bathroom Home with 2 Stories and Parking - Furnished,post id: 6544267212,(Dupont/Avenue),NA,"$5,495",2BR / 2Ba,24/04/2018 9:52,900ft2,01/03/2018,FURNISHED - 2 BED - 2 BATH - HOUSE - 900 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'house', 'attached garage']",43.676337,-79.397372,https://toronto.craigslist.ca/tor/apa/d/sleek-2-bedroom-2-bathroom/6544267212.html
2 Bedroom 2 Bathroom Townhouse with Hardwood Floors - Furnished,post id: 6544268701,(Liberty Village),NA,"$3,795",2BR / 2Ba,24/04/2018 9:52,850ft2,23/05/2018,FURNISHED - 2 BED - 2 BATH - TOWNHOUSE - 850 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'townhouse', 'w/d in unit', 'street parking']",43.640314,-79.411747,https://toronto.craigslist.ca/tor/apa/d/2-bedroom-2-bathroom/6544268701.html
Gorgeous 1 Bedroom Suite with Stunning Views and Parking - Furnished,post id: 6565379767,(Yorkville),NA,"$3,495",1BR / 1Ba,24/04/2018 9:52,690ft2,19/04/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 690 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.668686,-79.385915,https://toronto.craigslist.ca/tor/apa/d/gorgeous-1-bedroom-suite-with/6565379767.html
Elegant 1 Bedroom plus Den Suite with Walk In Closet - Furnished,post id: 6556013088,(Yorkville),NA,"$3,850",1BR / 1Ba,24/04/2018 9:52,625ft2,02/04/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 625 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'w/d in unit']",43.670969,-79.39462,https://toronto.craigslist.ca/tor/apa/d/elegant-1-bedroom-plus-den/6556013088.html
Chic 2 Bed with Balcony and Exciting Building Amenities - Furnished,post id: 6558040302,(Yonge/Bloor),NA,"$5,495",2BR / 1Ba,24/04/2018 9:52,720ft2,08/04/2018,FURNISHED - 2 BED - 1 BATH - CONDO / APARTMENT - 720 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.6656,-79.383,https://toronto.craigslist.ca/tor/apa/d/chic-2-bed-with-balcony-and/6558040302.html
Ample 2 Bedroom 3 Bath Detached Home with Den & Fireplace - Furnished,post id: 6544264811,(Etobicoke),NA,"$3,495",2BR / 3Ba,24/04/2018 9:52,2500ft2,13/03/2018,FURNISHED - 2 BED - 3 BATH - HOUSE - 2500 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'house', 'w/d in unit', 'attached garage']",43.698622,-79.522291,https://toronto.craigslist.ca/tor/apa/d/ample-2-bedroom-3-bath/6544264811.html
Charming 1 Bedroom Corner Suite with a Wrap Around Balcony - Furnished,post id: 6556009890,(Yonge/Bloor),NA,"$2,995",1BR / 1Ba,24/04/2018 9:52,688ft2,01/04/2018,FURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 688 SQ. FT.,"['furnished', 'condo', 'w/d in unit']",43.668686,-79.385915,https://toronto.craigslist.ca/tor/apa/d/charming-1-bedroom-corner/6556009890.html
Trendy 1 Bedroom Plus Den Condo with a Fabulous Patio - Furnished,post id: 6562659884,(King/Bathurst),38 Niagara,"$4,595",1BR / 1.5Ba,24/04/2018 9:52,800ft2,04/04/2018,FURNISHED - 1 BED + DEN - 1.5 BATH - CONDO / APARTMENT - 800 SQ. FT.,"['furnished', 'condo', 'attached garage']",43.641886,-79.401852,https://toronto.craigslist.ca/tor/apa/d/trendy-1-bedroom-plus-den/6562659884.html
Stylish 1 Bedroom Suite with Storage Locker & Balcony - Unfurnished,post id: 6562692992,(Entertainment Distrcict),NA,"$2,495",1BR / 1Ba,24/04/2018 9:52,700ft2,09/04/2018,UNFURNISHED - 1 BED - 1 BATH - CONDO / APARTMENT - 700 SQ. FT.,['condo'],N/A,N/A,https://toronto.craigslist.ca/tor/apa/d/stylish-1-bedroom-suite-with/6562692992.html
Elegant 3 Bedroom 3 Bath Home with Steam Room & Hot Tub - Furnished,post id: 6562656895,(Yonge/Lawerence),364 Lawrence Avenue West,"$4,995",3BR / 3Ba,24/04/2018 9:52,1750ft2,01/04/2018,FURNISHED - 3 BED + DEN - 3 BATH - HOUSE - 1750 SQ. FT.,"['furnished', 'house', 'w/d in unit', 'attached garage']",43.721274,-79.420281,https://toronto.craigslist.ca/tor/apa/d/elegant-3-bedroom-3-bath-home/6562656895.html
"Light-Filled 2 Bed 2 Bath Suite with Den, Balcony & Parking -Furnished",post id: 6543215889,(Harbourfront),NA,"$4,495",2BR / 2Ba,24/04/2018 9:52,822ft2,16/01/2018,FURNISHED -- 2 BED + DEN -- 2 BATH -- CONDO / APARTMENT -- 822 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'condo', 'w/d in unit', 'attached garage']",43.639966,-79.380838,https://toronto.craigslist.ca/tor/apa/d/light-filled-2-bed-2-bath/6543215889.html
Chic Studio Suite with Hardwood Floors and Balcony - Furnished,post id: 6553368255,(King West),NA,"$3,350",0BR / 1Ba,24/04/2018 9:52,500ft2,01/05/2018,FURNISHED - STUDIO - 1 BATH - LOFT - 500 SQ. FT.,"['furnished', 'loft']",43.641538,-79.400577,https://toronto.craigslist.ca/tor/apa/d/chic-studio-suite-with/6553368255.html
"Spacious 5 Bed 2 Bath Home with Den, Patio & High Ceilings - Furnished",post id: 6543322424,(Cabbagetown),NA,"$4,895",5BR / 2.5Ba,24/04/2018 9:52,NA,23/02/2018,**Available only until May 30th,"['furnished', 'townhouse', 'w/d in unit']",43.663404,-79.372124,https://toronto.craigslist.ca/tor/apa/d/spacious-5-bed-2-bath-home/6543322424.html
Spacious 3 Bedroom 3 Bathroom Home with Private Backyard - Furnished,post id: 6543234638,(Richmond Hill),NA,"$3,650",3BR / 3Ba,24/04/2018 9:52,2800ft2,23/03/2018,FURNISHED - 3 BED + DEN - 3 BATH - HOUSE - 2800 SQ. FT.,"['furnished', 'house']",43.846931,-79.415793,https://toronto.craigslist.ca/tor/apa/d/spacious-3-bedroom-3-bathroom/6543234638.html
3000 sqft 3 Bed 2.5 Bath Townhouse w Office Space & Patio - Furnished,post id: 6543311615,(Yonge/Eglinton),NA,"$5,525",3BR / 2.5Ba,24/04/2018 9:52,3000ft2,05/03/2018,FURNISHED - 3 BED - 2.5 BATH - TOWNHOUSE - 3000 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'townhouse', 'w/d in unit', 'attached garage']",43.710481,-79.401371,https://toronto.craigslist.ca/tor/apa/d/3000-sqft-3-bed-25-bath/6543311615.html
"Gorgeous 1 Bedroom Suite with 2 Levels, 1 Parking - Furnished",post id: 6543233786,(St Lawrence),NA,"$2,995",1BR / 1Ba,24/04/2018 9:52,750ft2,01/04/2018,FURNISHED - 1 BED + DEN - 1 BATH - CONDO / APARTMENT - 750 SQ. FT.,"['furnished', 'apartment']",43.652967,-79.371607,https://toronto.craigslist.ca/tor/apa/d/gorgeous-1-bedroom-suite-with/6543233786.html
Spacious Main Floor Unit with Fireplace and High Ceilings,post id: 6543228186,(The Annex),NA,"$3,295",2BR / 1Ba,24/04/2018 9:52,1200ft2,07/03/2018,FURNISHED - 2 BED - 1 BATH - CONDO / APARTMENT - 1200 SQ. FT.,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'street parking']",43.670198,-79.40651,https://toronto.craigslist.ca/tor/apa/d/spacious-main-floor-unit-with/6543228186.html
4 Bedroom 4 Bath Detached House with Hardwood Floors and Private Yard,post id: 6562691817,(MARKHAM),39 Royal West Drive,"$3,490",4BR / 4Ba,24/04/2018 9:52,NA,14/04/2018,UNFURNISHED - 4 BED - 4 BATH -  -,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'laundry on site', 'no smoking', 'attached garage']",43.657629,-79.816794,https://toronto.craigslist.ca/tor/apa/d/4-bedroom-4-bath-detached/6562691817.html
"Dazzling 2 Bed 2 Bath Loft with Den, 2 Balconies & Parking - Furnished",post id: 6543312372,(Mimico),NA,"$4,895",2BR / 2Ba,24/04/2018 9:52,1900ft2,01/04/2018,FURNISHED - 2 BED + DEN - 2 BATH - LOFT - 1900 SQ. FT.,"['furnished', 'loft', 'w/d in unit']",43.6325,-79.4939,https://toronto.craigslist.ca/tor/apa/d/dazzling-2-bed-2-bath-loft/6543312372.html
